Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Charlottenburg","9925","52,516667 13,3","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Charlottenburg–9/3 Post- und Telegraphenamt 72","1"
"Kopenhagen","36300","55,67594 12,56553","Marienlyst","959","56,042028 12,601917","Directed","Kopenhagen–Marienlyst","2"
"Porzellangasse 45","231945","48,223406 16,361349","IX., Alsergrund","59","48,22387 16,35641","Directed","Porzellangasse 45–IX., Alsergrund","1"
"IX., Alsergrund","59","48,22387 16,35641","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","IX., Alsergrund–18/1 Post- und Telegraphenamt 111","1"
"18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","18/1 Post- und Telegraphenamt 111–Edmund-Weiß-Gasse 7","6"
"Salzburg","30","47,80067 13,04532","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Salzburg–Sternwartestraße 71","10"
"Dürnstein","34031","48,395556 15,520278","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Dürnstein–Sternwartestraße 71","1"
"Dresden","866","51,0833 13,7666","Wien","50","48,208333 16,373056","Directed","Dresden–Wien","1"
"Menton","36456","43,77649 7,50435","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Menton–Sternwartestraße 71","1"
"Sternwartestraße 71","168815","48,23188 16,33716","XVIII., Währing","68","48,23333 16,31667","Directed","Sternwartestraße 71–XVIII., Währing","3"
"XVIII., Währing","68","48,23333 16,31667","Genf","562","46,20222 6,14569","Directed","XVIII., Währing–Genf","1"
"Genf","562","46,20222 6,14569","Hôtel Beau-Séjour","294001","46,1881943314491 6,15002700866006","Directed","Genf–Hôtel Beau-Séjour","3"
"Währinger Gürtel 154","364944","48,23047 16,351441","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Währinger Gürtel 154–1/1 Post- und Telegraphenamt 1","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","1/1 Post- und Telegraphenamt 1–9/3 Post- und Telegraphenamt 72","16"
"Wien","50","48,208333 16,373056","Sieveringer Straße","1092","48,24803 16,32993","Directed","Wien–Sieveringer Straße","5"
"Hôtel Byron","293686","46,404612 6,929787","Montreux Bon-Port","299347","46,429982 6,915679","Directed","Hôtel Byron–Montreux Bon-Port","1"
"Montreux Bon-Port","299347","46,429982 6,915679","Parkhotel Beau Site","245351","46,02066 7,75065","Directed","Montreux Bon-Port–Parkhotel Beau Site","1"
"III., Landstraße","53","48,19811 16,39482","I., Innere Stadt","51","48,20769 16,37049","Directed","III., Landstraße–I., Innere Stadt","5"
"I., Innere Stadt","51","48,20769 16,37049","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","Directed","I., Innere Stadt–Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","15"
"Tutzing","44493","47,90938 11,2803","Tutzing","44493","47,90938 11,2803","Directed","Tutzing–Tutzing","2"
"Tutzing","44493","47,90938 11,2803","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Tutzing–Tiefer Graben 17","1"
"Kremsmünster","48393","48,05301 14,12842","Wien","50","48,208333 16,373056","Directed","Kremsmünster–Wien","8"
"St. Anton am Arlberg","212","47,1275 10,26372","Westerwede","258929","53,19852 8,92013","Directed","St. Anton am Arlberg–Westerwede","1"
"Stratford-upon-Avon","49870","52,19166 -1,70734","Stratford-upon-Avon","49870","52,19166 -1,70734","Directed","Stratford-upon-Avon–Stratford-upon-Avon","1"
"Stratford-upon-Avon","49870","52,19166 -1,70734","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Stratford-upon-Avon–Edmund-Weiß-Gasse 7","1"
"Wien","50","48,208333 16,373056","Porzellangasse 45","231945","48,223406 16,361349","Directed","Wien–Porzellangasse 45","2"
"Bozen","40260","46,49067 11,33982","IX., Alsergrund","59","48,22387 16,35641","Directed","Bozen–IX., Alsergrund","1"
"Salzburg","30","47,80067 13,04532","Wien","50","48,208333 16,373056","Directed","Salzburg–Wien","31"
"Porzellangasse 45","231945","48,223406 16,361349","V., Margareten","55","48,18646 16,35491","Directed","Porzellangasse 45–V., Margareten","1"
"V., Margareten","55","48,18646 16,35491","XVIII., Währing","68","48,23333 16,31667","Directed","V., Margareten–XVIII., Währing","1"
"Brüssel","862","50,85045 4,34878","Wien","50","48,208333 16,373056","Directed","Brüssel–Wien","7"
"Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","XVIII., Währing","68","48,23333 16,31667","Directed","Edmund-Weiß-Gasse 7–XVIII., Währing","8"
"XVIII., Währing","68","48,23333 16,31667","I., Innere Stadt","51","48,20769 16,37049","Directed","XVIII., Währing–I., Innere Stadt","4"
"Weißenbach am Attersee","34344","47,8004 13,5358","Weißenbach am Attersee","34344","47,8004 13,5358","Directed","Weißenbach am Attersee–Weißenbach am Attersee","2"
"Weißenbach am Attersee","34344","47,8004 13,5358","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Weißenbach am Attersee–Sternwartestraße 71","2"
"Brühl","44413","48,08509 16,24801","Wien","50","48,208333 16,373056","Directed","Brühl–Wien","1"
"Bad Gastein","521","47,11547 13,13467","Bad Gastein","521","47,11547 13,13467","Directed","Bad Gastein–Bad Gastein","2"
"Bad Gastein","521","47,11547 13,13467","Hasenauerstraße","383","48,233816866614 16,337927920952","Directed","Bad Gastein–Hasenauerstraße","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","I., Innere Stadt","51","48,20769 16,37049","Directed","1/1 Post- und Telegraphenamt 1–I., Innere Stadt","1"
"Velden am Wörthersee","909","46,61901 14,03129","Velden am Wörthersee","909","46,61901 14,03129","Directed","Velden am Wörthersee–Velden am Wörthersee","1"
"Velden am Wörthersee","909","46,61901 14,03129","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Velden am Wörthersee–1/1 Post- und Telegraphenamt 1","1"
"Pension Gartenheim","288430","48,14944 11,58117","München","45258","48,13743 11,57549","Directed","Pension Gartenheim–München","1"
"München","45258","48,13743 11,57549","Tiefer Graben 17","207301","48,212284 16,367725","Directed","München–Tiefer Graben 17","4"
"Rennes","55293","48,11198 -1,67429","Hotel und Pension Rudolfshöhe (Leopold Petter)","414","47,706537 13,609575","Directed","Rennes–Hotel und Pension Rudolfshöhe (Leopold Petter)","1"
"Celerina","12589","46,5146 9,8622","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Celerina–Hasenauerstraße 59","1"
"Hinterbrühl","75","48,08611 16,24809","Wien","50","48,208333 16,373056","Directed","Hinterbrühl–Wien","4"
"Weimar","197","50,97361 11,33806","Frankgasse 1","168934","48,21533 16,35736","Directed","Weimar–Frankgasse 1","1"
"Pötzleinsdorferstraße 88","235591","48,242328 16,309319","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Pötzleinsdorferstraße 88–1/1 Post- und Telegraphenamt 1","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","1/1 Post- und Telegraphenamt 1–Edmund-Weiß-Gasse 7","1"
"Königs Wusterhausen","147545","52,30141 13,633","Königs Wusterhausen","147545","52,30141 13,633","Directed","Königs Wusterhausen–Königs Wusterhausen","1"
"Königs Wusterhausen","147545","52,30141 13,633","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Königs Wusterhausen–Edmund-Weiß-Gasse 7","1"
"Berlin","168","52,52437 13,41053","Baden bei Wien","662","48,00543 16,23264","Directed","Berlin–Baden bei Wien","1"
"Lido","259","45,38333 12,35","Seis am Schlern","988","46,54133 11,55868","Directed","Lido–Seis am Schlern","1"
"Seis am Schlern","988","46,54133 11,55868","Wien","50","48,208333 16,373056","Directed","Seis am Schlern–Wien","2"
"Wien","50","48,208333 16,373056","Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","Directed","Wien–Kärntnerring 12/Bösendorferstraße 11","4"
"Tiefer Graben 23","207296","48,213038 16,368738","Strobl","895","47,71667 13,48333","Directed","Tiefer Graben 23–Strobl","1"
"Matrei am Brenner","591","47,12852 11,45222","Matrei am Brenner","591","47,12852 11,45222","Directed","Matrei am Brenner–Matrei am Brenner","3"
"Matrei am Brenner","591","47,12852 11,45222","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Matrei am Brenner–Tiefer Graben 23","1"
"St. Gilgen","33","47,76667 13,36667","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","St. Gilgen–Hasenauerstraße 59","1"
"Obere Donaustraße 59","333976","48,217918 16,373282","Unbekannt","365266","nicht vorhanden","Directed","Obere Donaustraße 59–Unbekannt","1"
"Unbekannt","365266","nicht vorhanden","9/2 Post- und Telegraphenamt 71","365211","48,218574 16,35084","Directed","Unbekannt–9/2 Post- und Telegraphenamt 71","1"
"9/2 Post- und Telegraphenamt 71","365211","48,218574 16,35084","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","9/2 Post- und Telegraphenamt 71–9/3 Post- und Telegraphenamt 72","2"
"Brijuni","45260","44,91417 13,76222","Brijuni","45260","44,91417 13,76222","Directed","Brijuni–Brijuni","5"
"Brijuni","45260","44,91417 13,76222","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Brijuni–Tiefer Graben 17","5"
"Steindorf am Ossiacher See","34860","46,6992 13,98892","Wien","50","48,208333 16,373056","Directed","Steindorf am Ossiacher See–Wien","4"
"Bayreuth","734","49,94782 11,57893","Kurhotellet","41010","56,044988 12,603924","Directed","Bayreuth–Kurhotellet","1"
"Rodaun","173","48,132793312328 16,256152195922","Semmering","189","47,64224 15,8241","Directed","Rodaun–Semmering","1"
"Zürich","484","47,37174 8,54226","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Zürich–Edmund-Weiß-Gasse 7","1"
"XIII., Hietzing","63","48,17547 16,29101","Haus Bahr","207274","48,186771 16,261305","Directed","XIII., Hietzing–Haus Bahr","3"
"Frankfurt am Main","146","50,11552 8,68417","Frankfurt am Main","146","50,11552 8,68417","Directed","Frankfurt am Main–Frankfurt am Main","6"
"Frankfurt am Main","146","50,11552 8,68417","Vahrn","946","46,73901 11,63749","Directed","Frankfurt am Main–Vahrn","1"
"Bad Ischl","213","47,71109 13,61893","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Bad Ischl–Sternwartestraße 71","4"
"Salzburg","30","47,80067 13,04532","Salzburg","30","47,80067 13,04532","Directed","Salzburg–Salzburg","18"
"Salzburg","30","47,80067 13,04532","I., Innere Stadt","51","48,20769 16,37049","Directed","Salzburg–I., Innere Stadt","3"
"I., Innere Stadt","51","48,20769 16,37049","Tiefer Graben 17","207301","48,212284 16,367725","Directed","I., Innere Stadt–Tiefer Graben 17","2"
"Hamburg","506","53,55055 9,993333","Hamburg","506","53,55055 9,993333","Directed","Hamburg–Hamburg","3"
"Hamburg","506","53,55055 9,993333","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Hamburg–Edmund-Weiß-Gasse 7","2"
"Bad Aussee","415","47,60998 13,78243","St. Gilgen","33","47,76667 13,36667","Directed","Bad Aussee–St. Gilgen","3"
"Bad Ischl","213","47,71109 13,61893","IX., Alsergrund","59","48,22387 16,35641","Directed","Bad Ischl–IX., Alsergrund","3"
"IX., Alsergrund","59","48,22387 16,35641","Berggasse","52510","48,218776849348906 16,36345511169916","Directed","IX., Alsergrund–Berggasse","2"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","9/3 Post- und Telegraphenamt 72–1/1 Post- und Telegraphenamt 1","12"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","1/1 Post- und Telegraphenamt 1–Wollzeile 15 (»Berthahof«)","13"
"Berlin","168","52,52437 13,41053","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Berlin–Edmund-Weiß-Gasse 7","6"
"Grand Hotel Forte dei Marmi","52716","43,95291802957647 10,173758622210785","Forte dei Marmi","44248","43,96388 10,17478","Directed","Grand Hotel Forte dei Marmi–Forte dei Marmi","1"
"Forte dei Marmi","44248","43,96388 10,17478","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Forte dei Marmi–Tiefer Graben 17","1"
"Öhningen","218","47,6667 8,9","Wien","50","48,208333 16,373056","Directed","Öhningen–Wien","1"
"Bad Fusch","305739","47,19939 12,85366","Bad Ischl","213","47,71109 13,61893","Directed","Bad Fusch–Bad Ischl","3"
"Kochgasse 8","249577","48,212327 16,349717","VIII., Josefstadt","58","48,21126 16,34706","Directed","Kochgasse 8–VIII., Josefstadt","3"
"VIII., Josefstadt","58","48,21126 16,34706","Sternwartestraße 71","168815","48,23188 16,33716","Directed","VIII., Josefstadt–Sternwartestraße 71","2"
"Berlin","168","52,52437 13,41053","Frankgasse 1","168934","48,21533 16,35736","Directed","Berlin–Frankgasse 1","4"
"Prag","652","50,08333 14,46667","Prag","652","50,08333 14,46667","Directed","Prag–Prag","1"
"Prag","652","50,08333 14,46667","I., Innere Stadt","51","48,20769 16,37049","Directed","Prag–I., Innere Stadt","1"
"Semmering","189","47,64224 15,8241","Semmering","189","47,64224 15,8241","Directed","Semmering–Semmering","12"
"Semmering","189","47,64224 15,8241","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Semmering–1/1 Post- und Telegraphenamt 1","3"
"Cottagegasse 37","235812","48,233004 16,34167","18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Directed","Cottagegasse 37–18/1 Post- und Telegraphenamt 110","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Sternwartestraße 71","168815","48,23188 16,33716","Directed","18/1 Post- und Telegraphenamt 110–Sternwartestraße 71","1"
"Porzellangasse 45","231945","48,223406 16,361349","I., Innere Stadt","51","48,20769 16,37049","Directed","Porzellangasse 45–I., Innere Stadt","2"
"I., Innere Stadt","51","48,20769 16,37049","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","I., Innere Stadt–18/1 Post- und Telegraphenamt 111","1"
"Berlin","168","52,52437 13,41053","Reichenau an der Rax","483","47,7 15,83333","Directed","Berlin–Reichenau an der Rax","2"
"Unbekannt","365229","nicht vorhanden","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Unbekannt–9/3 Post- und Telegraphenamt 72","6"
"Bad Ischl","213","47,71109 13,61893","Mödling","968","48,08605 16,28921","Directed","Bad Ischl–Mödling","1"
"Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","IX., Alsergrund","59","48,22387 16,35641","Directed","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock–IX., Alsergrund","4"
"IX., Alsergrund","59","48,22387 16,35641","Bad Ischl","213","47,71109 13,61893","Directed","IX., Alsergrund–Bad Ischl","3"
"Bad Ischl","213","47,71109 13,61893","Schulgasse","41463","47,71222 13,62186","Directed","Bad Ischl–Schulgasse","5"
"Orahovica","42960","45,54 17,88472","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Orahovica–1/1 Post- und Telegraphenamt 1","1"
"Vahrn","946","46,73901 11,63749","München","45258","48,13743 11,57549","Directed","Vahrn–München","1"
"Taormina","906","37,85358 15,28851","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Taormina–Sternwartestraße 71","1"
"Predazzo","90170","46,316666666667 11,6","Predazzo","90170","46,316666666667 11,6","Directed","Predazzo–Predazzo","1"
"Predazzo","90170","46,316666666667 11,6","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Predazzo–1/1 Post- und Telegraphenamt 1","1"
"Mittelmeer","41016","35,0 18,0","Piraeus","49145","37,94203 23,64619","Directed","Mittelmeer–Piraeus","1"
"Piraeus","49145","37,94203 23,64619","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Piraeus–Tiefer Graben 17","1"
"Ordination Arthur Schnitzler [Bösendorferstraße 11]","167789","48,2012 16,37188","Linkstraße 25","364699","52,507 13,37459","Directed","Ordination Arthur Schnitzler [Bösendorferstraße 11]–Linkstraße 25","1"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","Vahrn","946","46,73901 11,63749","Directed","Pörtschach am Wörthersee–Vahrn","4"
"Wien","50","48,208333 16,373056","Brühl","44413","48,08509 16,24801","Directed","Wien–Brühl","1"
"Verona","44153","45,4299 10,98444","Verona","44153","45,4299 10,98444","Directed","Verona–Verona","1"
"Verona","44153","45,4299 10,98444","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Verona–Tiefer Graben 17","1"
"Wien","50","48,208333 16,373056","Unterach am Attersee","877","47,80494 13,48728","Directed","Wien–Unterach am Attersee","3"
"Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","I., Innere Stadt","51","48,20769 16,37049","Directed","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock–I., Innere Stadt","16"
"I., Innere Stadt","51","48,20769 16,37049","Bad Ischl","213","47,71109 13,61893","Directed","I., Innere Stadt–Bad Ischl","4"
"Frankgasse 1","168934","48,21533 16,35736","Tschortkiw","45274","49,01701 25,79808","Directed","Frankgasse 1–Tschortkiw","1"
"Bad Aussee","415","47,60998 13,78243","Altaussee","34401","47,639444 13,763333","Directed","Bad Aussee–Altaussee","2"
"I., Innere Stadt","51","48,20769 16,37049","Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","Directed","I., Innere Stadt–Kärntnerring 12/Bösendorferstraße 11","3"
